Player,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FGA,FG,FTA,FT,3PA,3P,PF,PER
Dillon Brooks,27,73,73,20.31,9.58,2.21,1.74,0.6,0.13,0.94,9.12,3.62,1.41,1.07,4.02,1.34,2.21,0.48
Donte DiVincenzo,26,72,36,26.55,9.49,4.54,3.53,1.31,0.1,1.61,7.57,3.33,1.01,0.81,5.35,2.12,1.82,0.17
Dorian Finney-Smith,87,132,132,91.01,24.79,14.51,4.64,2.52,1.61,2.82,22.88,8.87,2.62,2.12,15.32,5.04,6.75,0.22
Doug McDermott,31,64,0,17.17,8.54,1.84,1.17,0.17,0.08,0.75,6.87,3.1,0.92,0.67,3.94,1.59,1.51,0.29
Draymond Green,32,73,73,28.02,7.56,6.4,6.05,0.89,0.71,2.49,5.78,3.02,1.33,0.98,1.6,0.44,2.76,0.36
Drew Eubanks,25,78,28,17.58,5.72,4.68,1.13,0.43,1.13,0.78,3.72,2.34,1.39,0.95,0.17,0.09,1.91,0.29
DÄvis BertÄns,30,45,1,10.15,4.28,1.12,0.47,0.19,0.19,0.19,3.35,1.4,0.28,0.28,2.89,1.12,1.12,0.17
Eric Gordon,102,138,116,79.56,34.73,5.42,7.33,1.71,1.14,4.09,26.36,11.8,6.76,5.61,14.66,5.52,3.43,0.28
Evan Fournier,30,27,7,15.67,5.62,1.66,1.2,0.55,0.09,0.74,5.62,1.94,0.74,0.65,3.87,1.2,1.57,0.27
Facundo Campazzo,31,8,0,6.56,1.31,0.3,1.11,0.81,0.0,0.4,1.61,0.4,0.3,0.1,1.41,0.4,0.4,0.2
Frank Jackson,24,1,0,4.17,0.0,1.67,0.83,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.83,0.0,0.0,0.17
Frank Kaminsky,87,72,0,15.78,5.75,3.62,2.3,0.41,0.33,0.49,4.44,2.05,1.07,0.99,2.3,0.82,1.23,0.34
Furkan Korkmaz,25,37,0,8.5,3.4,0.98,0.54,0.27,0.09,0.54,2.68,1.16,0.89,0.63,1.07,0.45,0.45,0.2
Garrison Mathews,78,108,0,34.83,14.17,3.94,1.28,0.98,0.3,0.89,10.73,4.03,2.85,2.56,9.35,3.44,2.95,0.14
Gary Harris,28,48,42,24.16,8.12,1.96,1.17,0.88,0.29,0.59,6.26,2.84,0.59,0.59,4.4,1.96,1.86,0.2
George Hill,108,92,2,52.59,15.29,5.33,6.84,1.71,0.5,2.11,10.56,5.13,3.32,2.61,6.13,2.41,3.72,0.22
Giannis Antetokounmpo,28,63,63,34.21,33.14,12.58,6.07,0.85,0.85,4.16,21.63,11.94,13.11,8.42,2.88,0.75,3.3,0.45
Goga Bitadze,69,76,2,38.48,14.19,11.67,3.26,1.26,2.21,1.89,10.62,5.89,3.47,1.89,2.21,0.53,5.36,0.26
Goran DragiÄ‡,108,116,0,33.21,14.37,3.53,5.5,0.55,0.16,2.51,13.19,5.42,1.73,1.26,5.81,2.2,2.04,0.36
Gordon Hayward,32,50,50,30.14,14.06,4.11,3.92,0.77,0.19,1.91,11.1,5.26,3.06,2.49,3.06,0.96,1.34,0.35
Gorgui Dieng,33,31,1,10.74,3.64,3.27,1.59,0.09,0.47,0.93,3.55,1.4,0.37,0.28,2.24,0.65,1.68,0.27
Grayson Allen,27,72,70,25.6,9.72,3.08,2.15,0.84,0.19,0.93,7.19,3.18,1.68,1.5,4.77,1.87,1.5,0.23
Hamidou Diallo,24,56,0,15.43,8.06,3.03,0.87,0.78,0.26,1.13,5.81,3.29,2.25,1.39,0.35,0.09,1.91,0.31
Harrison Barnes,30,82,82,29.94,13.82,4.15,1.47,0.64,0.09,0.92,8.84,4.24,4.61,3.96,3.96,1.47,1.2,0.27
Isaiah Hartenstein,24,82,8,18.31,4.62,6.01,1.11,0.55,0.74,0.74,3.7,1.94,0.83,0.55,0.46,0.09,2.4,0.22
Isaiah Joe,23,73,10,18.81,9.36,2.36,1.18,0.69,0.1,0.49,6.89,3.05,1.38,1.08,5.32,2.17,1.38,0.15
JaMychal Green,32,57,1,13.13,6.0,3.38,0.84,0.38,0.38,0.84,4.13,2.25,1.13,0.84,1.78,0.66,1.69,0.21
JaVale McGee,35,42,7,7.09,3.67,2.09,0.25,0.08,0.5,0.75,2.5,1.59,0.83,0.5,0.08,0.0,1.08,0.3
Jaden McDaniels,22,79,79,30.24,11.96,3.85,1.88,0.89,0.99,1.38,8.99,4.64,1.78,1.28,3.36,1.38,3.36,0.18
Jae Crowder,32,18,3,24.81,9.06,4.99,1.97,0.92,0.39,0.53,6.83,3.28,0.92,0.79,4.07,1.71,1.97,0.25
Jalen Brunson,26,68,68,34.64,23.76,3.46,6.14,0.89,0.2,2.08,17.42,8.51,5.74,4.75,4.65,1.98,2.18,0.34
Jalen McDaniels,75,160,48,70.1,27.49,12.66,4.53,2.99,1.13,3.19,22.24,10.19,5.15,4.43,8.03,2.78,7.72,0.17
James Harden,33,58,58,38.2,21.8,6.33,11.11,1.25,0.52,3.53,15.05,6.64,6.44,5.61,7.47,2.91,1.97,0.43
James Johnson,35,18,1,8.75,2.72,1.65,0.78,0.39,0.29,0.39,2.62,1.17,0.39,0.19,0.78,0.19,1.75,0.25
Jaren Jackson Jr.,23,63,63,29.41,19.26,7.04,1.04,1.04,3.11,1.76,13.46,6.83,5.07,3.93,4.66,1.66,3.73,0.3
Jarrett Allen,24,68,68,33.44,14.67,10.05,1.74,0.82,1.23,1.44,9.44,6.05,3.39,2.46,0.1,0.0,2.36,0.3
Jarrett Culver,23,10,1,18.18,5.84,5.04,0.8,0.8,0.27,0.93,5.71,2.26,1.73,1.19,1.59,0.13,1.86,0.26
Javonte Green,29,32,1,15.11,5.24,2.82,0.71,0.81,0.71,0.6,3.42,1.91,1.41,0.91,1.11,0.4,1.61,0.23
Jaxson Hayes,22,47,2,11.95,4.6,2.57,0.64,0.37,0.37,0.64,3.03,1.66,1.66,1.1,0.55,0.09,1.29,0.22
Jaylen Brown,26,67,67,35.67,26.43,6.86,3.48,1.09,0.4,2.88,20.47,10.04,5.07,3.88,7.25,2.38,2.58,0.37
Jeff Green,36,56,4,16.54,6.62,2.21,1.02,0.25,0.25,0.68,5.01,2.46,1.78,1.36,1.61,0.42,1.53,0.29
Jerami Grant,28,63,63,33.89,19.46,4.27,2.28,0.76,0.76,1.71,13.76,6.55,5.13,4.18,5.41,2.18,2.28,0.35
Jevon Carter,27,81,39,20.41,7.32,2.29,2.2,0.73,0.37,0.92,6.41,2.75,0.46,0.37,3.84,1.65,1.83,0.19
Jimmy Butler,33,64,64,32.78,22.48,5.79,5.2,1.77,0.29,1.57,13.64,7.36,8.54,7.26,1.57,0.59,1.28,0.44
Joe Harris,31,74,33,20.41,7.53,2.18,1.39,0.5,0.2,0.59,5.85,2.68,0.4,0.2,4.46,1.88,1.88,0.12
